epoch,step,test_loss,test_mape,test_r2,train_loss_epoch,train_loss_step,train_mape_epoch,train_mape_step,train_r2_epoch,train_r2_step,val_loss,val_mape,val_r2
0,49,,,,,4.488525390625,,0.12538467347621918,,-12.814220428466797,,,
0,99,,,,,1.462251901626587,,0.07095752656459808,,-2.807769775390625,,,
0,140,,,,,,,,,,0.9010471701622009,0.05389517918229103,-1.5620934963226318
0,140,,,,17.50214195251465,,0.18509888648986816,,-50.012107849121094,,,,
1,149,,,,,0.996233344078064,,0.05406961590051651,,-2.1554369926452637,,,
1,199,,,,,0.6847280859947205,,0.04551253840327263,,-0.7781875133514404,,,
1,249,,,,,0.2498427927494049,,0.028194451704621315,,0.1876111626625061,,,
1,281,,,,,,,,,,0.2830849885940552,0.02998846024274826,0.19505858421325684
1,281,,,,0.5374436378479004,,0.041196130216121674,,-0.5660644769668579,,,,
2,299,,,,,0.22605258226394653,,0.026810212060809135,,0.0922437310218811,,,
2,349,,,,,0.16264015436172485,,0.022899571806192398,,0.5253902673721313,,,
2,399,,,,,0.0978282243013382,,0.018309563398361206,,0.6336835622787476,,,
2,422,,,,,,,,,,0.10379431396722794,0.018097197636961937,0.7048647403717041
2,422,,,,0.17822523415088654,,0.023676199838519096,,0.48068803548812866,,,,
3,449,,,,,0.07178643345832825,,0.014612279832363129,,0.7627894878387451,,,
3,499,,,,,0.05816417187452316,,0.012625019997358322,,0.7516549825668335,,,
3,549,,,,,0.06951577216386795,,0.01541632879525423,,0.8121557831764221,,,
3,563,,,,,,,,,,0.061768561601638794,0.014284899458289146,0.8243634104728699
3,563,,,,0.07876948267221451,,0.01582622155547142,,0.7705281972885132,,,,
4,599,,,,,0.06257298588752747,,0.01570667326450348,,0.825869083404541,,,
4,649,,,,,0.05656139925122261,,0.012305360287427902,,0.8228442072868347,,,
4,699,,,,,0.036346059292554855,,0.010916093364357948,,0.898996114730835,,,
4,704,,,,,,,,,,0.031181106343865395,0.009917739778757095,0.9113377332687378
4,704,,,,0.042009394615888596,,0.011385492980480194,,0.877608060836792,,,,
5,749,,,,,0.021825015544891357,,0.007684642449021339,,0.9363168478012085,,,
5,799,,,,,0.060410480946302414,,0.012334629893302917,,0.8541836142539978,,,
5,845,,,,,,,,,,0.025805415585637093,0.008661095052957535,0.9266232848167419
5,845,,,,0.028907213360071182,,0.009321464225649834,,0.9157838821411133,,,,
6,849,,,,,0.012343980371952057,,0.006408884190022945,,0.9570151567459106,,,
6,899,,,,,0.027629468590021133,,0.00936829298734665,,0.9401986598968506,,,
6,949,,,,,0.02283061109483242,,0.007487683556973934,,0.9447886943817139,,,
6,986,,,,,,,,,,0.02174747921526432,0.007934416644275188,0.9381618499755859
6,986,,,,0.023406267166137695,,0.00820549763739109,,0.9317823648452759,,,,
7,999,,,,,0.0208208616822958,,0.008703557774424553,,0.9263061285018921,,,
