epoch,step,test_loss,test_mape,test_r2,train_loss_epoch,train_loss_step,train_mape_epoch,train_mape_step,train_r2_epoch,train_r2_step,val_loss,val_mape,val_r2
0,49,,,,,126.67521667480469,,0.830854058265686,,-260.3665771484375,,,
0,99,,,,,90.41497039794922,,0.6841173768043518,,-237.4864959716797,,,
0,140,,,,,,,,,,45.106285095214844,0.46979278326034546,-127.25802612304688
0,140,,,,115.78702545166016,,0.7656410932540894,,-336.4206848144531,,,,
1,149,,,,,41.89756774902344,,0.4546479880809784,,-118.84632110595703,,,
1,199,,,,,14.77835750579834,,0.2501896321773529,,-39.94506072998047,,,
1,249,,,,,5.244487285614014,,0.13299620151519775,,-13.80966567993164,,,
1,281,,,,,,,,,,3.5789830684661865,0.11249838769435883,-9.176703453063965
1,281,,,,14.80066204071045,,0.2329293191432953,,-42.12087631225586,,,,
2,299,,,,,2.0818586349487305,,0.08497145026922226,,-4.004280090332031,,,
2,349,,,,,3.5267515182495117,,0.11767219752073288,,-11.301958084106445,,,
2,399,,,,,3.4411535263061523,,0.11159397661685944,,-9.253680229187012,,,
2,422,,,,,,,,,,2.5919251441955566,0.09661877155303955,-6.370041370391846
2,422,,,,3.1897811889648438,,0.105690598487854,,-8.295123100280762,,,,
3,449,,,,,2.6209664344787598,,0.09830376505851746,,-6.989193439483643,,,
3,499,,,,,3.193608522415161,,0.11273980885744095,,-12.652728080749512,,,
3,549,,,,,2.4222068786621094,,0.09554554522037506,,-7.224961280822754,,,
3,563,,,,,,,,,,2.0296475887298584,0.08542759716510773,-4.771226406097412
3,563,,,,2.4277822971343994,,0.09203165024518967,,-6.073490142822266,,,,
4,599,,,,,1.7349822521209717,,0.0757279098033905,,-4.549233436584473,,,
4,649,,,,,1.7822636365890503,,0.07997424900531769,,-3.2162375450134277,,,
4,699,,,,,1.978412389755249,,0.08667638897895813,,-6.426383972167969,,,
4,704,,,,,,,,,,1.618469476699829,0.07566363364458084,-3.6020565032958984
4,704,,,,1.9039978981018066,,0.08140265941619873,,-4.5467400550842285,,,,
5,749,,,,,1.588782548904419,,0.07441075146198273,,-3.508636474609375,,,
5,799,,,,,1.2771174907684326,,0.06649497896432877,,-2.1029982566833496,,,
5,845,,,,,,,,,,1.313600778579712,0.06766308844089508,-2.7351741790771484
5,845,,,,1.5195688009262085,,0.07243642956018448,,-3.428250312805176,,,,
6,849,,,,,1.4104793071746826,,0.06838823109865189,,-4.177972793579102,,,
6,899,,,,,1.1963090896606445,,0.06539352983236313,,-3.454367160797119,,,
6,949,,,,,1.000562071800232,,0.05870245397090912,,-2.404435634613037,,,
6,986,,,,,,,,,,1.0668007135391235,0.06043238192796707,-2.03340744972229
6,986,,,,1.2268614768981934,,0.06474581360816956,,-2.575836181640625,,,,
7,999,,,,,0.7968441247940063,,0.05262206494808197,,-1.9044480323791504,,,
7,1049,,,,,0.9122889637947083,,0.05478011071681976,,-1.1579358577728271,,,
7,1099,,,,,0.7989224195480347,,0.05587601289153099,,-1.270322561264038,,,
7,1127,,,,,,,,,,0.8701179027557373,0.05420580506324768,-1.4741473197937012
7,1127,,,,0.9965784549713135,,0.05822080373764038,,-1.9037086963653564,,,,
8,1149,,,,,0.5758415460586548,,0.044275425374507904,,-1.2630338668823242,,,
8,1199,,,,,0.7970579862594604,,0.05051566660404205,,-2.395254611968994,,,
8,1249,,,,,0.7784485816955566,,0.05351579189300537,,-0.8257311582565308,,,
8,1268,,,,,,,,,,0.7094481587409973,0.04859929904341698,-1.017289161682129
8,1268,,,,0.8077995777130127,,0.052075713872909546,,-1.3542389869689941,,,,
9,1299,,,,,0.7670449018478394,,0.04827200621366501,,-1.2560386657714844,,,
9,1349,,,,,0.7770596146583557,,0.054521940648555756,,-1.4215586185455322,,,
9,1399,,,,,0.622084379196167,,0.04881839454174042,,-1.5127224922180176,,,
9,1409,,,,,,,,,,0.570550262928009,0.04339718073606491,-0.622338056564331
9,1409,,,,0.6492899656295776,,0.046528346836566925,,-0.892357587814331,,,,
10,1449,,,,,0.6372441053390503,,0.04145606979727745,,-0.5228979587554932,,,
10,1499,,,,,0.569735050201416,,0.04680605232715607,,-0.5686323642730713,,,
10,1549,,,,,0.3947495222091675,,0.038359981030225754,,-0.32301855087280273,,,
10,1550,,,,,,,,,,0.45514217019081116,0.03858449310064316,-0.2941795587539673
10,1550,,,,0.5201742053031921,,0.04140353575348854,,-0.5155589580535889,,,,
11,1599,,,,,0.3880559206008911,,0.03201659768819809,,-0.9668703079223633,,,
11,1649,,,,,0.4388512670993805,,0.03753790259361267,,-0.525597095489502,,,
11,1691,,,,,,,,,,0.3703629970550537,0.03456387296319008,-0.05311322212219238
11,1691,,,,0.4168696701526642,,0.036819349974393845,,-0.2150660753250122,,,,
12,1699,,,,,0.21856895089149475,,0.025886166840791702,,0.36627286672592163,,,
12,1749,,,,,0.30419713258743286,,0.031185045838356018,,-0.0630192756652832,,,
12,1799,,,,,0.23614230751991272,,0.029747873544692993,,0.32900530099868774,,,
12,1832,,,,,,,,,,0.30138468742370605,0.031111959367990494,0.1430240273475647
12,1832,,,,0.3397041857242584,,0.033044569194316864,,0.009650826454162598,,,,
13,1849,,,,,0.317650705575943,,0.03340979665517807,,0.0881890058517456,,,
13,1899,,,,,0.3309960961341858,,0.03291769698262215,,-0.010112285614013672,,,
13,1949,,,,,0.19220784306526184,,0.024850238114595413,,0.4907611012458801,,,
13,1973,,,,,,,,,,0.24705034494400024,0.027993546798825264,0.2975216507911682
13,1973,,,,0.278371125459671,,0.029821068048477173,,0.18894892930984497,,,,
14,1999,,,,,0.3400704860687256,,0.03262053430080414,,-0.1285628080368042,,,
14,2049,,,,,0.22498708963394165,,0.026238109916448593,,0.43359118700027466,,,
14,2099,,,,,0.23329561948776245,,0.02743443101644516,,-0.10880136489868164,,,
14,2114,,,,,,,,,,0.20070841908454895,0.025307368487119675,0.4292932152748108
14,2114,,,,0.22793909907341003,,0.026897313073277473,,0.33575141429901123,,,,
15,2149,,,,,0.21167923510074615,,0.024670837447047234,,0.2665039896965027,,,
