epoch,step,test_loss,test_mape,test_r2,train_loss_epoch,train_loss_step,train_mape_epoch,train_mape_step,train_r2_epoch,train_r2_step,val_loss,val_mape,val_r2
0,49,,,,,136.13623046875,,0.8439808487892151,,-311.2138977050781,,,
0,99,,,,,72.9722900390625,,0.6106396317481995,,-169.83346557617188,,,
0,140,,,,,,,,,,45.211238861083984,0.46836286783218384,-127.55644226074219
0,140,,,,115.11495208740234,,0.7627686858177185,,-334.5164489746094,,,,
1,149,,,,,38.61407470703125,,0.4369781017303467,,-173.92306518554688,,,
1,199,,,,,11.284233093261719,,0.2195708453655243,,-38.024986267089844,,,
1,249,,,,,5.039347171783447,,0.13436159491539001,,-16.41319465637207,,,
1,281,,,,,,,,,,3.8870317935943604,0.11655693501234055,-10.052627563476562
1,281,,,,15.108680725097656,,0.23514088988304138,,-43.02005386352539,,,,
2,299,,,,,5.329364776611328,,0.1408955156803131,,-13.430659294128418,,,
2,349,,,,,5.058254718780518,,0.1363532841205597,,-16.29974937438965,,,
2,399,,,,,2.329846143722534,,0.09153256565332413,,-6.886003494262695,,,
2,422,,,,,,,,,,2.859941244125366,0.10069701820611954,-7.132134437561035
2,422,,,,3.4808266162872314,,0.11014716327190399,,-9.140778541564941,,,,
3,449,,,,,2.2341103553771973,,0.09784694761037827,,-3.507840633392334,,,
3,499,,,,,1.7405500411987305,,0.0781450867652893,,-3.2907161712646484,,,
3,549,,,,,2.026050090789795,,0.08171674609184265,,-4.171335697174072,,,
3,563,,,,,,,,,,2.252671480178833,0.08894743770360947,-5.405385971069336
3,563,,,,2.664721965789795,,0.09633610397577286,,-6.765398025512695,,,,
4,599,,,,,1.977360486984253,,0.08569221198558807,,-6.094120502471924,,,
4,649,,,,,3.0607776641845703,,0.10593023896217346,,-9.514815330505371,,,
4,699,,,,,2.2154252529144287,,0.08906982839107513,,-5.1305623054504395,,,
4,704,,,,,,,,,,1.8236353397369385,0.07923699170351028,-4.18543815612793
4,704,,,,2.1113603115081787,,0.08540334552526474,,-5.151823997497559,,,,
5,749,,,,,1.4622150659561157,,0.06994976103305817,,-3.1956095695495605,,,
5,799,,,,,1.7745916843414307,,0.07955300062894821,,-3.8283157348632812,,,
5,845,,,,,,,,,,1.506640911102295,0.07156722247600555,-3.284076690673828
5,845,,,,1.7082220315933228,,0.07630922645330429,,-3.9786181449890137,,,,
6,849,,,,,1.1517770290374756,,0.059852976351976395,,-3.2795586585998535,,,
6,899,,,,,1.356002926826477,,0.06670737266540527,,-1.9968976974487305,,,
6,949,,,,,1.1208590269088745,,0.06184220314025879,,-2.5417847633361816,,,
6,986,,,,,,,,,,1.2342288494110107,0.06392212957143784,-2.5094833374023438
6,986,,,,1.3945773839950562,,0.06860750168561935,,-3.064171314239502,,,,
7,999,,,,,1.731960654258728,,0.06339779496192932,,-4.264157772064209,,,
7,1049,,,,,1.5342499017715454,,0.07196307182312012,,-4.393659591674805,,,
7,1099,,,,,1.1160099506378174,,0.05719175189733505,,-3.1478381156921387,,,
7,1127,,,,,,,,,,1.0307775735855103,0.058161161839962006,-1.9309771060943604
7,1127,,,,1.1390464305877686,,0.061440132558345795,,-2.3204257488250732,,,,
8,1149,,,,,1.0376638174057007,,0.06026226282119751,,-1.0604877471923828,,,
8,1199,,,,,0.5956897139549255,,0.04403279721736908,,-1.5547490119934082,,,
8,1249,,,,,0.6054953336715698,,0.04386628419160843,,-0.4058079719543457,,,
8,1268,,,,,,,,,,0.8272536396980286,0.05152016133069992,-1.352264404296875
8,1268,,,,0.9313440322875977,,0.05530276894569397,,-1.7134172916412354,,,,
9,1299,,,,,0.7466198205947876,,0.05110710859298706,,-1.111894130706787,,,
9,1349,,,,,0.6689126491546631,,0.044309478253126144,,-0.8096123933792114,,,
9,1399,,,,,0.6661691069602966,,0.04871518537402153,,-1.0486161708831787,,,
9,1409,,,,,,,,,,0.6739684343338013,0.046376828104257584,-0.9164037704467773
9,1409,,,,0.7593146562576294,,0.04966924712061882,,-1.2123985290527344,,,,
10,1449,,,,,0.6376872062683105,,0.04837873950600624,,-1.3251068592071533,,,
10,1499,,,,,0.8424678444862366,,0.05372186750173569,,-2.0337915420532227,,,
10,1549,,,,,0.44485750794410706,,0.03876739740371704,,-0.31859707832336426,,,
10,1550,,,,,,,,,,0.5551934838294983,0.04193434864282608,-0.5786716938018799
10,1550,,,,0.620339035987854,,0.044621020555496216,,-0.8074682950973511,,,,
11,1599,,,,,0.8098503351211548,,0.051975201815366745,,-1.365588903427124,,,
11,1649,,,,,0.5501505732536316,,0.04418863356113434,,-0.7046318054199219,,,
11,1691,,,,,,,,,,0.45641642808914185,0.038033608347177505,-0.2978029251098633
11,1691,,,,0.5116057991981506,,0.040399305522441864,,-0.4916799068450928,,,,
12,1699,,,,,0.3284566402435303,,0.0325162410736084,,0.17784225940704346,,,
12,1749,,,,,0.4315701723098755,,0.039267294108867645,,-0.5570262670516968,,,
12,1799,,,,,0.6019107699394226,,0.04588889703154564,,-2.2096683979034424,,,
12,1832,,,,,,,,,,0.38112685084342957,0.035056184977293015,-0.08371984958648682
12,1832,,,,0.4231953024864197,,0.03658853843808174,,-0.23275578022003174,,,,
13,1849,,,,,0.295406699180603,,0.029491612687706947,,0.22607344388961792,,,
13,1899,,,,,0.20189505815505981,,0.02376745454967022,,0.36074042320251465,,,
13,1949,,,,,0.44925832748413086,,0.03821364790201187,,-0.8141964673995972,,,
13,1973,,,,,,,,,,0.3118036389350891,0.031239503994584084,0.11339813470840454
13,1973,,,,0.3515479266643524,,0.03330691158771515,,-0.02467036247253418,,,,
14,1999,,,,,0.2808040976524353,,0.029159748926758766,,0.06270867586135864,,,
14,2049,,,,,0.2925088405609131,,0.029200751334428787,,-0.2672611474990845,,,
14,2099,,,,,0.352652370929718,,0.032650403678417206,,0.0874066948890686,,,
14,2114,,,,,,,,,,0.2562919557094574,0.02833913452923298,0.27124345302581787
14,2114,,,,0.2917960584163666,,0.030180437490344048,,0.14966273307800293,,,,
15,2149,,,,,0.3710521161556244,,0.034431006759405136,,-0.030392885208129883,,,
15,2199,,,,,0.22846795618534088,,0.02393088862299919,,0.48679089546203613,,,
15,2249,,,,,0.14697793126106262,,0.021141935139894485,,0.48946064710617065,,,
15,2255,,,,,,,,,,0.2128080129623413,0.02550431527197361,0.3948884606361389
15,2255,,,,0.24068395793437958,,0.02736135758459568,,0.2987244129180908,,,,
16,2299,,,,,0.2022707462310791,,0.028540469706058502,,0.4967535138130188,,,
16,2349,,,,,0.21031534671783447,,0.027833111584186554,,0.49642956256866455,,,
16,2396,,,,,,,,,,0.17218273878097534,0.0231038685888052,0.5104048848152161
16,2396,,,,0.1979043185710907,,0.02471422590315342,,0.42327725887298584,,,,
17,2399,,,,,0.14526057243347168,,0.01893080212175846,,0.5892921686172485,,,
17,2449,,,,,0.11296716332435608,,0.018007278442382812,,0.6980046629905701,,,
17,2499,,,,,0.15143045783042908,,0.0230063796043396,,0.5138320326805115,,,
17,2537,,,,,,,,,,0.14059212803840637,0.020684776827692986,0.6002315878868103
17,2537,,,,0.16320696473121643,,0.022347357124090195,,0.5243135690689087,,,,
18,2549,,,,,0.19539852440357208,,0.02114744856953621,,0.4290843605995178,,,
18,2599,,,,,0.12533608078956604,,0.019686540588736534,,0.4493144750595093,,,
18,2649,,,,,0.13266047835350037,,0.021761801093816757,,0.43353939056396484,,,
18,2678,,,,,,,,,,0.11553505063056946,0.018556803464889526,0.6714804172515869
18,2678,,,,0.1351245641708374,,0.02027849666774273,,0.6061153411865234,,,,
19,2699,,,,,0.1696680337190628,,0.020767025649547577,,0.30547380447387695,,,
19,2749,,,,,0.06480617821216583,,0.015646949410438538,,0.7929336428642273,,,
19,2799,,,,,0.12679742276668549,,0.016354283317923546,,0.4323909878730774,,,
19,2819,,,,,,,,,,0.09952516853809357,0.0174308679997921,0.7170039415359497
19,2819,,,,0.1124526709318161,,0.018379569053649902,,0.6723888516426086,,,,
20,2849,,,,,0.11930282413959503,,0.020002320408821106,,0.7360978126525879,,,
20,2899,,,,,0.07308541238307953,,0.014224512502551079,,0.7517505288124084,,,
20,2949,,,,,0.06166265159845352,,0.01481836661696434,,0.7811942100524902,,,
20,2960,,,,,,,,,,0.08188298344612122,0.015487912110984325,0.7671688199043274
