epoch,step,test_loss,test_mape,test_r2,train_loss_epoch,train_loss_step,train_mape_epoch,train_mape_step,train_r2_epoch,train_r2_step,val_loss,val_mape,val_r2
0,49,,,,,3.570683479309082,,0.10544564574956894,,-9.404068946838379,,,
0,99,,,,,1.5116918087005615,,0.06738775968551636,,-5.621899127960205,,,
0,140,,,,,,,,,,0.8490195870399475,0.05321437120437622,-1.4141550064086914
0,140,,,,18.16919708251953,,0.1892322450876236,,-51.9434700012207,,,,
1,149,,,,,0.9474125504493713,,0.05967996269464493,,-1.6119906902313232,,,
1,199,,,,,0.4812578558921814,,0.03980988264083862,,-0.7205671072006226,,,
1,249,,,,,0.439464271068573,,0.038794759660959244,,-0.21557974815368652,,,
1,281,,,,,,,,,,0.23945306241512299,0.027666613459587097,0.3191242814064026
1,281,,,,0.5067878365516663,,0.04009894281625748,,-0.47637784481048584,,,,
2,299,,,,,0.2244868278503418,,0.025941114872694016,,0.3381335139274597,,,
2,349,,,,,0.21295830607414246,,0.028413044288754463,,0.3032929301261902,,,
2,399,,,,,0.10440804064273834,,0.017587240785360336,,0.5525447726249695,,,
2,422,,,,,,,,,,0.09595495462417603,0.01733393408358097,0.7271556854248047
2,422,,,,0.1647542268037796,,0.02286752499639988,,0.5199204087257385,,,,
3,449,,,,,0.08890552818775177,,0.01645425520837307,,0.6871671080589294,,,
3,499,,,,,0.062120407819747925,,0.01412973739206791,,0.798019289970398,,,
3,549,,,,,0.07224384695291519,,0.01643926277756691,,0.4704057574272156,,,
3,563,,,,,,,,,,0.0494336262345314,0.012488759122788906,0.8594373464584351
3,563,,,,0.073461152613163,,0.015070627443492413,,0.7859492301940918,,,,
4,599,,,,,0.04230606555938721,,0.01290345098823309,,0.8693785667419434,,,
4,649,,,,,0.03176181763410568,,0.0101194828748703,,0.8989101052284241,,,
4,699,,,,,0.04783836007118225,,0.012496862560510635,,0.8841713070869446,,,
4,704,,,,,,,,,,0.0314474031329155,0.009728665463626385,0.9105805158615112
4,704,,,,0.04278694465756416,,0.011414729058742523,,0.8752973079681396,,,,
5,749,,,,,0.044907066971063614,,0.011337906122207642,,0.8649924397468567,,,
5,799,,,,,0.03205343708395958,,0.010637439787387848,,0.906550407409668,,,
5,845,,,,,,,,,,0.02603796310722828,0.0090002017095685,0.9259620308876038
5,845,,,,0.029562922194600105,,0.009388234466314316,,0.9138492345809937,,,,
6,849,,,,,0.021760137751698494,,0.008548153564333916,,0.9421518445014954,,,
6,899,,,,,0.012229005806148052,,0.006618693005293608,,0.9611253142356873,,,
6,949,,,,,0.011776973493397236,,0.005944690201431513,,0.9354668855667114,,,
6,986,,,,,,,,,,0.020550131797790527,0.007565655279904604,0.9415664672851562
6,986,,,,0.02415551245212555,,0.00847550854086876,,0.9295873045921326,,,,
7,999,,,,,0.017419375479221344,,0.00725515466183424,,0.942636251449585,,,
7,1049,,,,,0.057958394289016724,,0.010823728516697884,,0.7241367101669312,,,
7,1099,,,,,0.01447221264243126,,0.007103542797267437,,0.9514337182044983,,,
7,1127,,,,,,,,,,0.018938656896352768,0.007159316446632147,0.9461486339569092
7,1127,,,,0.023096950724720955,,0.00816454365849495,,0.9326893091201782,,,,
8,1149,,,,,0.019910672679543495,,0.008404960855841637,,0.9386494159698486,,,
8,1199,,,,,0.015476342290639877,,0.006570589262992144,,0.9567628502845764,,,
8,1249,,,,,0.0156780406832695,,0.005994770675897598,,0.9468950033187866,,,
8,1268,,,,,,,,,,0.01792464219033718,0.007063213270157576,0.9490319490432739
8,1268,,,,0.02027248777449131,,0.007536387536674738,,0.9409157633781433,,,,
9,1299,,,,,0.015580879524350166,,0.006042884662747383,,0.9569061398506165,,,
9,1349,,,,,0.015181809663772583,,0.0070051937364041805,,0.9645406007766724,,,
9,1399,,,,,0.009098846465349197,,0.005502915009856224,,0.9632547497749329,,,
9,1409,,,,,,,,,,0.02040116675198078,0.00717913918197155,0.941990077495575
9,1409,,,,0.019606400281190872,,0.007332602981477976,,0.9428755640983582,,,,
10,1449,,,,,0.025560522451996803,,0.007229023613035679,,0.9202924370765686,,,
10,1499,,,,,0.0273576769977808,,0.008814429864287376,,0.9030123949050903,,,
10,1549,,,,,0.009588236920535564,,0.005306628532707691,,0.9704182744026184,,,
10,1550,,,,,,,,,,0.01865817978978157,0.006818538531661034,0.9469461441040039
10,1550,,,,0.022793181240558624,,0.008017389103770256,,0.9335718750953674,,,,
11,1599,,,,,0.02790970355272293,,0.009086240082979202,,0.9230860471725464,,,
11,1649,,,,,0.014454253017902374,,0.0069130901247262955,,0.9488319754600525,,,
11,1691,,,,,,,,,,0.017704201862215996,0.006827360484749079,0.9496587514877319
11,1691,,,,0.019580289721488953,,0.007311775349080563,,0.9429470300674438,,,,
12,1699,,,,,0.018490850925445557,,0.007002127822488546,,0.9377661943435669,,,
12,1749,,,,,0.02634652704000473,,0.010113868862390518,,0.9264912605285645,,,
12,1799,,,,,0.041520021855831146,,0.010111774317920208,,0.8941593766212463,,,
12,1832,,,,,,,,,,0.01722470484673977,0.006605240050703287,0.951022207736969
12,1832,,,,0.021756069734692574,,0.007865266874432564,,0.9366200566291809,,,,
13,1849,,,,,0.030349329113960266,,0.00974745862185955,,0.858627200126648,,,
13,1899,,,,,0.04093804582953453,,0.009322907775640488,,0.8776432871818542,,,
13,1949,,,,,0.023527976125478745,,0.007729344069957733,,0.9389334917068481,,,
