epoch,step,test_loss,test_mape,test_r2,train_loss_epoch,train_loss_step,train_mape_epoch,train_mape_step,train_r2_epoch,train_r2_step,val_loss,val_mape,val_r2
0,49,,,,,3.9637610912323,,0.11723512411117554,,-12.461628913879395,,,
0,99,,,,,1.2674031257629395,,0.06307768076658249,,-2.027980327606201,,,
0,140,,,,,,,,,,0.8442528247833252,0.05212199687957764,-1.4006011486053467
0,140,,,,16.26188087463379,,0.17584018409252167,,-46.38955307006836,,,,
1,149,,,,,0.9549865126609802,,0.05713963881134987,,-3.4180431365966797,,,
1,199,,,,,0.2733488976955414,,0.028830740600824356,,-0.040978193283081055,,,
1,249,,,,,0.36700189113616943,,0.037813544273376465,,0.07808518409729004,,,
1,281,,,,,,,,,,0.2370958924293518,0.027201687917113304,0.32582682371139526
1,281,,,,0.49277567863464355,,0.039376478642225266,,-0.4357316493988037,,,,
2,299,,,,,0.22452914714813232,,0.02420734241604805,,0.10586726665496826,,,
2,349,,,,,0.12823231518268585,,0.021095357835292816,,0.6681212782859802,,,
2,399,,,,,0.16033577919006348,,0.02095312811434269,,0.59537273645401,,,
2,422,,,,,,,,,,0.09917944669723511,0.01794496923685074,0.7179869413375854
2,422,,,,0.15953928232192993,,0.02247026190161705,,0.5349470376968384,,,,
3,449,,,,,0.07935449481010437,,0.01588590070605278,,0.7530004382133484,,,
3,499,,,,,0.044510502368211746,,0.011600259691476822,,0.831822395324707,,,
3,549,,,,,0.03888355940580368,,0.012156996876001358,,0.8597384095191956,,,
3,563,,,,,,,,,,0.042044829577207565,0.011596819385886192,0.8804470896720886
3,563,,,,0.06433069705963135,,0.01411464437842369,,0.8125383257865906,,,,
4,599,,,,,0.038606032729148865,,0.011280801147222519,,0.8476036190986633,,,
4,649,,,,,0.03924266993999481,,0.012704409658908844,,0.8564759492874146,,,
4,699,,,,,0.039490483701229095,,0.010438548400998116,,0.8929275274276733,,,
4,704,,,,,,,,,,0.028853952884674072,0.009582098573446274,0.9179548621177673
4,704,,,,0.035844530910253525,,0.010648325085639954,,0.8955690264701843,,,,
5,749,,,,,0.022671423852443695,,0.008247574791312218,,0.9334381222724915,,,
5,799,,,,,0.026799004524946213,,0.009261207655072212,,0.8840190172195435,,,
5,845,,,,,,,,,,0.027235498651862144,0.009037326090037823,0.9225568771362305
5,845,,,,0.028236350044608116,,0.009176867082715034,,0.9177117347717285,,,,
6,849,,,,,0.026721175760030746,,0.009454441256821156,,0.9185526967048645,,,
6,899,,,,,0.01856023631989956,,0.007589704357087612,,0.9421082735061646,,,
6,949,,,,,0.03693678230047226,,0.009945711120963097,,0.8592950105667114,,,
6,986,,,,,,,,,,0.02082161046564579,0.007853887043893337,0.9407945275306702
6,986,,,,0.023180555552244186,,0.008353098295629025,,0.9324593544006348,,,,
7,999,,,,,0.030521685257554054,,0.010097077116370201,,0.9384437799453735,,,
7,1049,,,,,0.014949167147278786,,0.007285423576831818,,0.9545019865036011,,,
7,1099,,,,,0.007942121475934982,,0.0052016377449035645,,0.9759697914123535,,,
